order	family	subfamily	genus	subgenus	species	common_name	gaa_name	synonymies	itis_names	iucn	isocc	intro_isocc	aweb_uid	uri/guid	taxon_notes_public
Anura	Ranidae		Rana	Pantherana	pipiens	Northern Leopard Frog	Lithobates pipiens		Lithobates pipiens	Least Concern (LC)	US,CA		5126	https://amphibiaweb.org/species/5126	This species was placed in the genus Lithobates by Frost et al. (2006). However,  Yuan et al. (2016, Systematic Biology, doi: 10.1093/sysbio/syw055) showed that  this action created problems of paraphyly in other genera. Yuan et al. (2016)  recognized subgenera within Rana for the major traditional species groups, with  Lithobates used as the subgenus for the Rana palmipes group. AmphibiaWeb  recommends the optional use of these subgenera to refer to these major species  groups, with names written as Rana (Aquarana) catesbeiana, for example. 
Anura	Ranidae		Rana	Rana	pirica	Ezo Akagaeru, Ezo Red Frog, Hokkaido Brown Frog	Rana pirica			Least Concern (LC)	JP		5127	https://amphibiaweb.org/species/5127	
Anura	Ranidae		Rana	Amerana	pretiosa	Oregon Spotted Frog	Rana pretiosa			Vulnerable (VU)	CA,US		5131	https://amphibiaweb.org/species/5131	
Anura	Ranidae		Rana	Rana	pseudodalmatina		Rana pseudodalmatina			Least Concern (LC)	IR		7362	https://amphibiaweb.org/species/7362	
Anura	Ranidae		Rana	Zweifelia	psilonota		Lithobates psilonota		Lithobates psilonota	Data Deficient (DD)	MX		6640	https://amphibiaweb.org/species/6640	This species was placed in the genus Lithobates by Frost et al. (2006). However,  Yuan et al. (2016, Systematic Biology, doi: 10.1093/sysbio/syw055) showed that  this action created problems of paraphyly in other genera. Yuan et al. (2016)  recognized subgenera within Rana for the major traditional species groups, with  Lithobates used as the subgenus for the Rana palmipes group. AmphibiaWeb  recommends the optional use of these subgenera to refer to these major species  groups, with names written as Rana (Aquarana) catesbeiana, for example. 
Anura	Ranidae		Rana	Zweifelia	pueblae		Lithobates pueblae		Lithobates pueblae	Critically Endangered (CR)	MX		5133	https://amphibiaweb.org/species/5133	This species was placed in the genus Lithobates by Frost et al. (2006). However,  Yuan et al. (2016, Systematic Biology, doi: 10.1093/sysbio/syw055) showed that  this action created problems of paraphyly in other genera. Yuan et al. (2016)  recognized subgenera within Rana for the major traditional species groups, with  Lithobates used as the subgenus for the Rana palmipes group. AmphibiaWeb  recommends the optional use of these subgenera to refer to these major species  groups, with names written as Rana (Aquarana) catesbeiana, for example. 
Anura	Ranidae		Rana	Zweifelia	pustulosa		Lithobates pustulosus		Lithobates pustulosus	Least Concern (LC)	MX		5134	https://amphibiaweb.org/species/5134	This species was placed in the genus Lithobates by Frost et al. (2006). However,  Yuan et al. (2016, Systematic Biology, doi: 10.1093/sysbio/syw055) showed that  this action created problems of paraphyly in other genera. Yuan et al. (2016)  recognized subgenera within Rana for the major traditional species groups, with  Lithobates used as the subgenus for the Rana palmipes group. AmphibiaWeb  recommends the optional use of these subgenera to refer to these major species  groups, with names written as Rana (Aquarana) catesbeiana, for example. 
Anura	Ranidae		Rana	Rana	pyrenaica	Pyrenean frog	Rana pyrenaica			Endangered (EN)	FR,ES		5135	https://amphibiaweb.org/species/5135	
Anura	Ranidae		Rana	Rana	sakuraii	Stream Brown Frog	Rana sakuraii			Least Concern (LC)	JP		5141	https://amphibiaweb.org/species/5141	
Anura	Ranidae		Rana	Rana	sangzhiensis		Pseudorana sangzhiensis		Pseudorana sangzhiensis	Data Deficient (DD)	CN		5143	https://amphibiaweb.org/species/5143	
Anura	Ranidae		Rana	Rana	sauteri	Sauter's Brown Frog	Rana sauteri		Pseudoamolops sauteri	Endangered (EN)	TW		5144	https://amphibiaweb.org/species/5144	
Anura	Ranidae		Rana	Aquarana	septentrionalis	Mink Frog	Lithobates septentrionalis		Lithobates septentrionalis	Least Concern (LC)	US,CA		5148	https://amphibiaweb.org/species/5148	This species was placed in the genus Lithobates by Frost et al. (2006). However,  Yuan et al. (2016, Systematic Biology, doi: 10.1093/sysbio/syw055) showed that  this action created problems of paraphyly in other genera. Yuan et al. (2016)  recognized subgenera within Rana for the major traditional species groups, with  Lithobates used as the subgenus for the Rana palmipes group. AmphibiaWeb  recommends the optional use of these subgenera to refer to these major species  groups, with names written as Rana (Aquarana) catesbeiana, for example. 
Anura	Ranidae		Rana	Pantherana	sevosa	Dusky Gopher Frog	Lithobates sevosus		Lithobates sevosus	Critically Endangered (CR)	US		5939	https://amphibiaweb.org/species/5939	This species was placed in the genus Lithobates by Frost et al. (2006). However,  Yuan et al. (2016, Systematic Biology, doi: 10.1093/sysbio/syw055) showed that  this action created problems of paraphyly in other genera. Yuan et al. (2016)  recognized subgenera within Rana for the major traditional species groups, with  Lithobates used as the subgenus for the Rana palmipes group. AmphibiaWeb  recommends the optional use of these subgenera to refer to these major species  groups, with names written as Rana (Aquarana) catesbeiana, for example. 
Anura	Ranidae		Rana	Liuhurana	shuchinae		Rana shuchinae			Least Concern (LC)	CN		5149	https://amphibiaweb.org/species/5149	
Anura	Ranidae		Rana	Amerana	sierrae	Sierra Nevada Yellow-legged Frog	Rana sierrae			Endangered (EN)	US		6901	https://amphibiaweb.org/species/6901	
Anura	Ranidae		Rana	Zweifelia	sierramadrensis		Lithobates sierramadrensis		Lithobates sierramadrensis	Vulnerable (VU)	MX		5151	https://amphibiaweb.org/species/5151	This species was placed in the genus Lithobates by Frost et al. (2006). However,  Yuan et al. (2016, Systematic Biology, doi: 10.1093/sysbio/syw055) showed that  this action created problems of paraphyly in other genera. Yuan et al. (2016)  recognized subgenera within Rana for the major traditional species groups, with  Lithobates used as the subgenus for the Rana palmipes group. AmphibiaWeb  recommends the optional use of these subgenera to refer to these major species  groups, with names written as Rana (Aquarana) catesbeiana, for example. 
Anura	Ranidae		Rana	Pantherana	spectabilis		Lithobates spectabilis		Lithobates spectabilis	Least Concern (LC)	MX		5153	https://amphibiaweb.org/species/5153	This species was placed in the genus Lithobates by Frost et al. (2006). However,  Yuan et al. (2016, Systematic Biology, doi: 10.1093/sysbio/syw055) showed that  this action created problems of paraphyly in other genera. Yuan et al. (2016)  recognized subgenera within Rana for the major traditional species groups, with  Lithobates used as the subgenus for the Rana palmipes group. AmphibiaWeb  recommends the optional use of these subgenera to refer to these major species  groups, with names written as Rana (Aquarana) catesbeiana, for example. 
Anura	Ranidae		Rana	Pantherana	sphenocephala	Southern Leopard Frog (<i>R. s. sphenocephala</i>), Florida Leopard Frog (<i>R. s. utricularius</i>)	Lithobates sphenocephalus		Rana utricularia sphenocephala, Rana halecina sphenocephala, Lithobates sphenocephalus sphenocephalus	Least Concern (LC)	US		5174	https://amphibiaweb.org/species/5174	This species was placed in the genus Lithobates by Frost et al. (2006). However,  Yuan et al. (2016, Systematic Biology, doi: 10.1093/sysbio/syw055) showed that  this action created problems of paraphyly in other genera. Yuan et al. (2016)  recognized subgenera within Rana for the major traditional species groups, with  Lithobates used as the subgenus for the Rana palmipes group. AmphibiaWeb  recommends the optional use of these subgenera to refer to these major species  groups, with names written as Rana (Aquarana) catesbeiana, for example. 
Anura	Ranidae		Rana		sylvatica	Wood Frog	Lithobates sylvaticus	Lithobates sylvatica	Lithobates sylvaticus	Least Concern (LC)	US,CA		5162	https://amphibiaweb.org/species/5162	This species was placed in the genus Lithobates by Frost et al. (2006). However,  Yuan et al. (2016, Systematic Biology, doi: 10.1093/sysbio/syw055) showed that  this action created problems of paraphyly in other genera. Yuan et al. (2016)  recognized subgenera within Rana for the major traditional species groups, with  Lithobates used as the subgenus for the Rana palmipes group. AmphibiaWeb  recommends the optional use of these subgenera to refer to these major species  groups, with names written as Rana (Aquarana) catesbeiana, for example. However,  Rana sylvatica has proven difficult to resolve phylogenetically and it remains  the only member of the genus not assigned to a subgenus.
Anura	Ranidae		Rana	Rana	tagoi		Rana tagoi			Least Concern (LC)	JP		5163	https://amphibiaweb.org/species/5163	
Anura	Ranidae		Rana	Zweifelia	tarahumarae	Tarahumara Frog	Lithobates tarahumarae		Lithobates tarahumarae	Vulnerable (VU)	US,MX		5165	https://amphibiaweb.org/species/5165	This species was placed in the genus Lithobates by Frost et al. (2006). However,  Yuan et al. (2016, Systematic Biology, doi: 10.1093/sysbio/syw055) showed that  this action created problems of paraphyly in other genera. Yuan et al. (2016)  recognized subgenera within Rana for the major traditional species groups, with  Lithobates used as the subgenus for the Rana palmipes group. AmphibiaWeb  recommends the optional use of these subgenera to refer to these major species  groups, with names written as Rana (Aquarana) catesbeiana, for example. 
Anura	Ranidae		Rana	Rana	tavasensis		Rana tavasensis			Endangered (EN)	TR		7361	https://amphibiaweb.org/species/7361	
Anura	Ranidae		Rana	Pantherana	taylori	Peralta frog	Lithobates taylori		Lithobates taylori	Least Concern (LC)	CR,NI		5166	https://amphibiaweb.org/species/5166	This species was placed in the genus Lithobates by Frost et al. (2006). However,  Yuan et al. (2016, Systematic Biology, doi: 10.1093/sysbio/syw055) showed that  this action created problems of paraphyly in other genera. Yuan et al. (2016)  recognized subgenera within Rana for the major traditional species groups, with  Lithobates used as the subgenus for the Rana palmipes group. AmphibiaWeb  recommends the optional use of these subgenera to refer to these major species  groups, with names written as Rana (Aquarana) catesbeiana, for example. 
Anura	Ranidae		Rana	Rana	temporaria	Common Frog	Rana temporaria		Rana honnorati	Least Concern (LC)	AT,BY,BE,BG,CZ,DK,EE,FI,FR,DE,HU,IE,IT,LV,LI,LT,LU,MK,ME,NL,NO,PL,RO,RU,RS,SK,SI,ES,SE,CH,UA,GB		5168	https://amphibiaweb.org/species/5168	
Anura	Ranidae		Rana	Pantherana	tlaloci		Lithobates tlaloci		Lithobates tlaloci	Critically Endangered (CR)	MX		5172	https://amphibiaweb.org/species/5172	This species was placed in the genus Lithobates by Frost et al. (2006). However,  Yuan et al. (2016, Systematic Biology, doi: 10.1093/sysbio/syw055) showed that  this action created problems of paraphyly in other genera. Yuan et al. (2016)  recognized subgenera within Rana for the major traditional species groups, with  Lithobates used as the subgenus for the Rana palmipes group. AmphibiaWeb  recommends the optional use of these subgenera to refer to these major species  groups, with names written as Rana (Aquarana) catesbeiana, for example. 
Anura	Ranidae		Rana	Rana	tsushimensis	Tsushima Brown Frog	Rana tsushimensis			Least Concern (LC)	JP		5173	https://amphibiaweb.org/species/5173	
Anura	Ranidae		Rana	Rana	uenoi	Chosen-Yama_Aka_gaeru					JP,KP,KR		8225	https://amphibiaweb.org/species/8225	
Anura	Ranidae		Rana	Rana	ulma	Ryukyu-Aka-gaeru, Ryukyu Brown Frog					JP		7776	https://amphibiaweb.org/species/7776	
Anura	Ranidae		Rana	Lithobates	vaillanti	Vaillant's frog	Lithobates vaillanti		Rana bonaccana, Rana brevipalmata rhoadsi, Lithobates vaillanti	Least Concern (LC)	BZ,CO,CR,EC,GT,HN,MX,NI,PA		5176	https://amphibiaweb.org/species/5176	This species was placed in the genus Lithobates by Frost et al. (2006). However,  Yuan et al. (2016, Systematic Biology, doi: 10.1093/sysbio/syw055) showed that  this action created problems of paraphyly in other genera. Yuan et al. (2016)  recognized subgenera within Rana for the major traditional species groups, with  Lithobates used as the subgenus for the Rana palmipes group. AmphibiaWeb  recommends the optional use of these subgenera to refer to these major species  groups, with names written as Rana (Aquarana) catesbeiana, for example. 
Anura	Ranidae		Rana	Lithobates	vibicaria	Rana montanera	Lithobates vibicarius		Lithobates vibicarius	Critically Endangered (CR)	PA,CR		5180	https://amphibiaweb.org/species/5180	This species was placed in the genus Lithobates by Frost et al. (2006). However,  Yuan et al. (2016, Systematic Biology, doi: 10.1093/sysbio/syw055) showed that  this action created problems of paraphyly in other genera. Yuan et al. (2016)  recognized subgenera within Rana for the major traditional species groups, with  Lithobates used as the subgenus for the Rana palmipes group. AmphibiaWeb  recommends the optional use of these subgenera to refer to these major species  groups, with names written as Rana (Aquarana) catesbeiana, for example. 
Anura	Ranidae		Rana	Aquarana	virgatipes	Carpenter Frog	Lithobates virgatipes		Lithobates virgatipes	Least Concern (LC)	US		5181	https://amphibiaweb.org/species/5181	This species was placed in the genus Lithobates by Frost et al. (2006). However,  Yuan et al. (2016, Systematic Biology, doi: 10.1093/sysbio/syw055) showed that  this action created problems of paraphyly in other genera. Yuan et al. (2016)  recognized subgenera within Rana for the major traditional species groups, with  Lithobates used as the subgenus for the Rana palmipes group. AmphibiaWeb  recommends the optional use of these subgenera to refer to these major species  groups, with names written as Rana (Aquarana) catesbeiana, for example. 
Anura	Ranidae		Rana	Lithobates	warszewitschii	Warszewitsch's Frog	Lithobates warszewitschii		Lithobates warszewitschii	Least Concern (LC)	PA,CR,NI,HN		5183	https://amphibiaweb.org/species/5183	This species was placed in the genus Lithobates by Frost et al. (2006). However,  Yuan et al. (2016, Systematic Biology, doi: 10.1093/sysbio/syw055) showed that  this action created problems of paraphyly in other genera. Yuan et al. (2016)  recognized subgenera within Rana for the major traditional species groups, with  Lithobates used as the subgenus for the Rana palmipes group. AmphibiaWeb  recommends the optional use of these subgenera to refer to these major species  groups, with names written as Rana (Aquarana) catesbeiana, for example. 
Anura	Ranidae		Rana	Pseudorana	weiningensis		Pseudorana weiningensis		Pseudorana weiningensis	Vulnerable (VU)	CN		5184	https://amphibiaweb.org/species/5184	
Anura	Ranidae		Rana	Pantherana	yavapaiensis	Lowland Leopard Frog	Lithobates yavapaiensis		Lithobates yavapaiensis	Least Concern (LC)	MX,US		5187	https://amphibiaweb.org/species/5187	This species was placed in the genus Lithobates by Frost et al. (2006). However,  Yuan et al. (2016, Systematic Biology, doi: 10.1093/sysbio/syw055) showed that  this action created problems of paraphyly in other genera. Yuan et al. (2016)  recognized subgenera within Rana for the major traditional species groups, with  Lithobates used as the subgenus for the Rana palmipes group. AmphibiaWeb  recommends the optional use of these subgenera to refer to these major species  groups, with names written as Rana (Aquarana) catesbeiana, for example. 
Anura	Ranidae		Rana	Rana	zhengi		Rana zhengi			Data Deficient (DD)	CN		5505	https://amphibiaweb.org/species/5505	
Anura	Ranidae		Rana	Rana	zhenhaiensis		Rana zhenhaiensis			Least Concern (LC)	CN		5323	https://amphibiaweb.org/species/5323	
Anura	Ranidae		Rana	Zweifelia	zweifeli		Lithobates zweifeli		Lithobates zweifeli	Least Concern (LC)	MX		5188	https://amphibiaweb.org/species/5188	This species was placed in the genus Lithobates by Frost et al. (2006). However,  Yuan et al. (2016, Systematic Biology, doi: 10.1093/sysbio/syw055) showed that  this action created problems of paraphyly in other genera. Yuan et al. (2016)  recognized subgenera within Rana for the major traditional species groups, with  Lithobates used as the subgenus for the Rana palmipes group. AmphibiaWeb  recommends the optional use of these subgenera to refer to these major species  groups, with names written as Rana (Aquarana) catesbeiana, for example. 
Anura	Ranidae		Sanguirana		albotuberculata		Hylarana albotuberculata		Hydrophylax albotuberculata, Hylarana albotuberculata	Data Deficient (DD)	PH		6675	https://amphibiaweb.org/species/6675	
Anura	Ranidae		Sanguirana		aurantipunctata						PH		7853	https://amphibiaweb.org/species/7853	
Anura	Ranidae		Sanguirana		everetti	Everett's Frog	Hylarana everetti		Hylarana everetti	Data Deficient (DD)	PH		5030	https://amphibiaweb.org/species/5030	
Anura	Ranidae		Sanguirana		igorota	Balbalan Frog	Hylarana igorota		Hylarana igorota	Vulnerable (VU)	PH		5901	https://amphibiaweb.org/species/5901	
Anura	Ranidae		Sanguirana		luzonensis		Hylarana luzonensis		Hylarana luzonensis	Near Threatened (NT)	PH		6280	https://amphibiaweb.org/species/6280	
Anura	Ranidae		Sanguirana		sanguinea	Southeast Asian Wood Frog	Sanguirana sanguinea		Rana sanguinea	Least Concern (LC)	ID,PH		5142	https://amphibiaweb.org/species/5142	
Anura	Ranidae		Sanguirana		tipanan	Brown and Alcala's Sierra Madres frog	Hylarana tipanan		Hylarana tipanan	Vulnerable (VU)	PH		5900	https://amphibiaweb.org/species/5900	
Anura	Ranidae		Sanguirana		varians		Sanguirana sanguinea		Rana varians		PH		5177	https://amphibiaweb.org/species/5177	
Anura	Ranidae		Staurois		guttatus						MY		7622	https://amphibiaweb.org/species/7622	
Anura	Ranidae		Staurois		latopalmatus		Staurois latopalmatus			Least Concern (LC)	ID,MY		5190	https://amphibiaweb.org/species/5190	
Anura	Ranidae		Staurois		natator	Rock Frog	Staurois natator			Least Concern (LC)	PH		5191	https://amphibiaweb.org/species/5191	
Anura	Ranidae		Staurois		nubilus						PH		7623	https://amphibiaweb.org/species/7623	
Anura	Ranidae		Staurois		parvus		Staurois parvus			Data Deficient (DD)	BN,ID,MY		6906	https://amphibiaweb.org/species/6906	
Anura	Ranidae		Staurois		tuberilinguis		Staurois tuberilinguis			Near Threatened (NT)	MY		5192	https://amphibiaweb.org/species/5192	
Anura	Ranidae		Sylvirana		cubitalis		Hylarana cubitalis		Rana cubitalis, Rana nigrotympanica, Hylarana nigrotympanica	Least Concern (LC)	TH,MM		5013	https://amphibiaweb.org/species/5013	
Anura	Ranidae		Sylvirana		faber		Hylarana faber		Rana faber, Sylvirana faber	Least Concern (LC)	KH,TH		6200	https://amphibiaweb.org/species/6200	
Anura	Ranidae		Sylvirana		guentheri	Guenther's Frog, Guenther's Amoy Frog	Hylarana guentheri		Rana guentheri	Least Concern (LC)	CN,GU,HK,MO,TW,VN	,GU	5047	https://amphibiaweb.org/species/5047	
Anura	Ranidae		Sylvirana		hekouensis						CN		7172	https://amphibiaweb.org/species/7172	
Anura	Ranidae		Sylvirana		maosonensis		Hylarana maosonensis		Rana maosonensis, Sylvirana maosonensis	Least Concern (LC)	VN,LA		5091	https://amphibiaweb.org/species/5091	
Anura	Ranidae		Sylvirana		menglaensis						CN,VN		7173	https://amphibiaweb.org/species/7173	
Anura	Ranidae		Sylvirana		mortenseni		Hylarana mortenseni			Near Threatened (NT)	KH,TH		6860	https://amphibiaweb.org/species/6860	
Anura	Ranidae		Sylvirana		nigrovittata		Hylarana nigrovittata		Rana nigrovittata	Least Concern (LC)	KH,CN,IN,LA,MY,MM,NP,TH,VN		5111	https://amphibiaweb.org/species/5111	
Anura	Ranidae		Sylvirana		spinulosa		Hylarana spinulosa		Rana spinulosa, Sylvirana spinulosa	Vulnerable (VU)	CN		5155	https://amphibiaweb.org/species/5155	
Anura	Ranixalidae		Indirana		beddomii	Beddomes Leaping Frog	Indirana beddomii			Least Concern (LC)	IN		4722	https://amphibiaweb.org/species/4722	
Anura	Ranixalidae		Indirana		bhadrai	Bhadra Leaping Frog					IN		8532	https://amphibiaweb.org/species/8532	
Anura	Ranixalidae		Indirana		brachytarsus	Guenther's Leaping Frog	Indirana brachytarsus			Endangered (EN)	IN		4723	https://amphibiaweb.org/species/4723	
Anura	Ranixalidae		Indirana		chiravasi	Amboli leaping frog					IN		8235	https://amphibiaweb.org/species/8235	
Anura	Ranixalidae		Indirana		duboisi	Dubois's Leaping Frog					IN		8515	https://amphibiaweb.org/species/8515	
Anura	Ranixalidae		Indirana		gundia	Gundia Leaping Frog	Indirana gundia			Critically Endangered (CR)	IN		4725	https://amphibiaweb.org/species/4725	
Anura	Ranixalidae		Indirana		leithii	Matheran Leaping Frog	Indirana leithii			Vulnerable (VU)	IN		4726	https://amphibiaweb.org/species/4726	
Anura	Ranixalidae		Indirana		longicrus	Rough-Skinned Frog	Indirana longicrus			Data Deficient (DD)	IN		4428	https://amphibiaweb.org/species/4428	This species is of dubious taxonomic status.  See Garg & Biju 2016 PLOS ONE |   DOI:10.1371/journal.pone.0166326
Anura	Ranixalidae		Indirana		paramakri	Rocky-terrain Leaping Frog					IN		8533	https://amphibiaweb.org/species/8533	
Anura	Ranixalidae		Indirana		salelkari	Netravali Leaping Frog					IN		8518	https://amphibiaweb.org/species/8518	
Anura	Ranixalidae		Indirana		sarojamma	Sarojamma's Leaping Frog					IN		8516	https://amphibiaweb.org/species/8516	
Anura	Ranixalidae		Indirana		semipalmata	Half-webbed Leaping Frog	Indirana semipalmata			Least Concern (LC)	IN		4729	https://amphibiaweb.org/species/4729	
Anura	Ranixalidae		Indirana		tenuilingua		Indirana tenuilingua			Data Deficient (DD)	IN		4730	https://amphibiaweb.org/species/4730	This is a nomen inquirenda, of dubious status.  It is not assignable to a known  living population of frogs.  It is listed in Indirana because that is where IUCN  lists it.
Anura	Ranixalidae		Indirana		tysoni	Tyson's Leaping Frog					IN		8514	https://amphibiaweb.org/species/8514	
Anura	Ranixalidae		Indirana		yadera	Yadera Leaping Frog					IN		8517	https://amphibiaweb.org/species/8517	
Anura	Ranixalidae		Sallywalkerana		diplosticta	Spotted Leaping Frog	Indirana diplosticta			Endangered (EN)	IN		4724	https://amphibiaweb.org/species/4724	
Anura	Ranixalidae		Sallywalkerana		leptodactyla	Slender-toed Leaping Frog	Indirana leptodactyla			Endangered (EN)	IN		4727	https://amphibiaweb.org/species/4727	
Anura	Ranixalidae		Sallywalkerana		phrynoderma	Warty-skinned Leaping Frog	Indirana phrynoderma			Critically Endangered (CR)	IN		4728	https://amphibiaweb.org/species/4728	
Anura	Rhacophoridae		Nasutixalus		medogensis						CN		8444	https://amphibiaweb.org/species/8444	
Anura	Rhacophoridae		Nyctixalus	Nyctixalus	margaritifer		Nyctixalus margaritifer			Vulnerable (VU)	ID		6090	https://amphibiaweb.org/species/6090	
Anura	Rhacophoridae		Nyctixalus	Nyctixalus	pictum	Peter's Tree Frog	Nyctixalus pictus			Near Threatened (NT)	ID,MY,PH,SG,TH,VN		4380	https://amphibiaweb.org/species/4380	
Anura	Rhacophoridae		Nyctixalus	Nyctixalus	spinosum	Spiny Tree Frog	Nyctixalus spinosus			Vulnerable (VU)	PH		4381	https://amphibiaweb.org/species/4381	
Anura	Rhacophoridae	Buergeriinae	Buergeria		buergeri	Kajika frog	Buergeria buergeri			Least Concern (LC)	JP		4634	https://amphibiaweb.org/species/4634	
Anura	Rhacophoridae	Buergeriinae	Buergeria		japonica	Ryukyu Kajika Frog	Buergeria japonica			Least Concern (LC)	TW,JP		4635	https://amphibiaweb.org/species/4635	
Anura	Rhacophoridae	Buergeriinae	Buergeria		oxycephala		Buergeria oxycephlus		Buergeria oxycephalus	Vulnerable (VU)	CN		4528	https://amphibiaweb.org/species/4528	
Anura	Rhacophoridae	Buergeriinae	Buergeria		robusta		Buergeria robusta			Least Concern (LC)	TW		4637	https://amphibiaweb.org/species/4637	
Anura	Rhacophoridae	Rhacophorinae	Beddomixalus		bijui			Polypedates bijui			IN		7679	https://amphibiaweb.org/species/7679	
Anura	Rhacophoridae	Rhacophorinae	Chiromantis		cherrapunjiae		Chiromantis cherrapunjiae		Chirixalus cherrapunjiae	Data Deficient (DD)	IN		4401	https://amphibiaweb.org/species/4401	
Anura	Rhacophoridae	Rhacophorinae	Chiromantis		doriae		Chiromantis doriae		Chirixalus doriae	Least Concern (LC)	BD,KH,CN,IN,LA,MM,TH,VN		4366	https://amphibiaweb.org/species/4366	
Anura	Rhacophoridae	Rhacophorinae	Chiromantis		dudhwaensis		Chiromantis dudhwaensis		Chirixalus dudhwaensis	Data Deficient (DD)	IN		5781	https://amphibiaweb.org/species/5781	
Anura	Rhacophoridae	Rhacophorinae	Chiromantis		inexpectatus	Bornean Opposite-fingered Tree Frog					MY		8118	https://amphibiaweb.org/species/8118	
Anura	Rhacophoridae	Rhacophorinae	Chiromantis		kelleri		Chiromantis kelleri			Least Concern (LC)	ET,KE,SO		6042	https://amphibiaweb.org/species/6042	
Anura	Rhacophoridae	Rhacophorinae	Chiromantis		marginis						MY		8258	https://amphibiaweb.org/species/8258	
Anura	Rhacophoridae	Rhacophorinae	Chiromantis		nongkhorensis		Chiromantis nongkhorensis		Chirixalus nongkhorensis	Least Concern (LC)	KH,LA,MY,MM,TH,VN		4371	https://amphibiaweb.org/species/4371	
Anura	Rhacophoridae	Rhacophorinae	Chiromantis		petersii		Chiromantis petersii			Least Concern (LC)	KE,SO,TZ		4375	https://amphibiaweb.org/species/4375	
Anura	Rhacophoridae	Rhacophorinae	Chiromantis		punctatus		Chiromantis punctatus		Chirixalus punctatus	Data Deficient (DD)	MM		6523	https://amphibiaweb.org/species/6523	
Anura	Rhacophoridae	Rhacophorinae	Chiromantis		rufescens		Chiromantis rufescens			Least Concern (LC)	CM,CF,CG,CD,CI,GA,GH,GN,NG,SL,UG		4376	https://amphibiaweb.org/species/4376	
Anura	Rhacophoridae	Rhacophorinae	Chiromantis		samkosensis		Chiromantis samkosensis			Data Deficient (DD)	KH		6973	https://amphibiaweb.org/species/6973	
Anura	Rhacophoridae	Rhacophorinae	Chiromantis		senapatiensis			Chirixalus senapatiensis			IN		7318	https://amphibiaweb.org/species/7318	
Anura	Rhacophoridae	Rhacophorinae	Chiromantis		shyamrupus		Chiromantis shyamrupus		Chirixalus shyamrupus	Data Deficient (DD)	IN		4453	https://amphibiaweb.org/species/4453	
Anura	Rhacophoridae	Rhacophorinae	Chiromantis		simus		Chiromantis simus		Chirixalus simus	Least Concern (LC)	IN		4372	https://amphibiaweb.org/species/4372	
Anura	Rhacophoridae	Rhacophorinae	Chiromantis		xerampelina	Gray Tree Frog	Chiromantis xerampelina			Least Concern (LC)	AO,BW,KE,MW,MZ,NA,ZA,SZ,TZ,ZM,ZW		4377	https://amphibiaweb.org/species/4377	
Anura	Rhacophoridae	Rhacophorinae	Dendrobatorana		dorsalis		Hylambates dorsalis			Data Deficient (DD)			1440	https://amphibiaweb.org/species/1440	
Anura	Rhacophoridae	Rhacophorinae	Feihyla		fuhua						CN		7666	https://amphibiaweb.org/species/7666	
Anura	Rhacophoridae	Rhacophorinae	Feihyla		hansenae		Chiromantis hansenae		Chirixalus hansenae	Data Deficient (DD)	TH		4368	https://amphibiaweb.org/species/4368	
Anura	Rhacophoridae	Rhacophorinae	Feihyla		kajau		Rhacophorus kajau			Near Threatened (NT)	MY		4516	https://amphibiaweb.org/species/4516	
Anura	Rhacophoridae	Rhacophorinae	Feihyla		palpebralis		Feihyla palpebralis		Chirixalus palpebralis	Near Threatened (NT)	VN,CN		4442	https://amphibiaweb.org/species/4442	
Anura	Rhacophoridae	Rhacophorinae	Feihyla		vittata		Chiromantis vittatus		Chirixalus vittatus	Least Concern (LC)	KH,CN,IN,LA,MM,TH,VN		4373	https://amphibiaweb.org/species/4373	
Anura	Rhacophoridae	Rhacophorinae	Ghatixalus		asterops						IN		7266	https://amphibiaweb.org/species/7266	
Anura	Rhacophoridae	Rhacophorinae	Ghatixalus		magnus						IN		8403	https://amphibiaweb.org/species/8403	
Anura	Rhacophoridae	Rhacophorinae	Ghatixalus		variabilis		Ghatixalus variabilis		Rhacophorus variabilis, Polypedates variabilis, Polypedates pleurostictus	Data Deficient (DD)	IN		4465	https://amphibiaweb.org/species/4465	
Anura	Rhacophoridae	Rhacophorinae	Gracixalus		carinensis		Kurixalus carinensis		Philautus carinensis	Data Deficient (DD)	MM		4397	https://amphibiaweb.org/species/4397	
Anura	Rhacophoridae	Rhacophorinae	Gracixalus		gracilipes		Gracixalus gracilipes		Philautus gracilipes	Least Concern (LC)	CN,TH,VN		4413	https://amphibiaweb.org/species/4413	
Anura	Rhacophoridae	Rhacophorinae	Gracixalus		jinggangensis	Jinggang Tree Frog					CN		8613	https://amphibiaweb.org/species/8613	
Anura	Rhacophoridae	Rhacophorinae	Gracixalus		jinxiuensis	Jinxiu bubble-nest frog, Jinxiu Small Treefrog	Gracixalus jinxiuensis			Vulnerable (VU)	CN,VN		4421	https://amphibiaweb.org/species/4421	
Anura	Rhacophoridae	Rhacophorinae	Gracixalus		lumarius	Thorny tree frog; Ech cay gai					VN		8151	https://amphibiaweb.org/species/8151	
Anura	Rhacophoridae	Rhacophorinae	Gracixalus		medogensis		Gracixalus medogensis			Data Deficient (DD)	CN		4430	https://amphibiaweb.org/species/4430	
Anura	Rhacophoridae	Rhacophorinae	Gracixalus		nonggangensis	Nonggang small treefrog					CN		7970	https://amphibiaweb.org/species/7970	
Anura	Rhacophoridae	Rhacophorinae	Gracixalus		quangi	Quang's Tree Frog					VN		7743	https://amphibiaweb.org/species/7743	
